,timeBgn,timeEnd,IRGA_lvl01_Co2_mu,IRGA_lvl01_Co2_mx,IRGA_lvl01_Co2_mn,IRGA_lvl01_Co2_vr,IRGA_lvl01_Co2_n,IRGA_lvl02_Co2_mu,IRGA_lvl02_Co2_mx,IRGA_lvl02_Co2_mn,IRGA_lvl02_Co2_vr,IRGA_lvl02_Co2_n,IRGA_lvl03_Co2_mu,IRGA_lvl03_Co2_mx,IRGA_lvl03_Co2_mn,IRGA_lvl03_Co2_vr,IRGA_lvl03_Co2_n,IRGA_lvl04_Co2_mu,IRGA_lvl04_Co2_mx,IRGA_lvl04_Co2_mn,IRGA_lvl04_Co2_vr,IRGA_lvl04_Co2_n,IRGA_lvl05_Co2_mu,IRGA_lvl05_Co2_mx,IRGA_lvl05_Co2_mn,IRGA_lvl05_Co2_vr,IRGA_lvl05_Co2_n,IRGA_lvl06_Co2_mu,IRGA_lvl06_Co2_mx,IRGA_lvl06_Co2_mn,IRGA_lvl06_Co2_vr,IRGA_lvl06_Co2_n,isoCO2_lvl01_dryCo2_mu,isoCO2_lvl01_dryCo2_mx,isoCO2_lvl01_dryCo2_mn,isoCO2_lvl01_dryCo2_vr,isoCO2_lvl01_dryCo2_n,isoCO2_lvl02_dryCo2_mu,isoCO2_lvl02_dryCo2_mx,isoCO2_lvl02_dryCo2_mn,isoCO2_lvl02_dryCo2_vr,isoCO2_lvl02_dryCo2_n,isoCO2_lvl03_dryCo2_mu,isoCO2_lvl03_dryCo2_mx,isoCO2_lvl03_dryCo2_mn,isoCO2_lvl03_dryCo2_vr,isoCO2_lvl03_dryCo2_n,isoCO2_lvl04_dryCo2_mu,isoCO2_lvl04_dryCo2_mx,isoCO2_lvl04_dryCo2_mn,isoCO2_lvl04_dryCo2_vr,isoCO2_lvl04_dryCo2_n,isoCO2_lvl05_dryCo2_mu,isoCO2_lvl05_dryCo2_mx,isoCO2_lvl05_dryCo2_mn,isoCO2_lvl05_dryCo2_vr,isoCO2_lvl05_dryCo2_n,isoCO2_lvl06_dryCo2_mu,isoCO2_lvl06_dryCo2_mx,isoCO2_lvl06_dryCo2_mn,isoCO2_lvl06_dryCo2_vr,isoCO2_lvl06_dryCo2_n,isoCO2_lvl01_iCo2_mu,isoCO2_lvl01_iCo2_mx,isoCO2_lvl01_iCo2_mn,isoCO2_lvl01_iCo2_vr,isoCO2_lvl01_iCo2_n,isoCO2_lvl02_iCo2_mu,isoCO2_lvl02_iCo2_mx,isoCO2_lvl02_iCo2_mn,isoCO2_lvl02_iCo2_vr,isoCO2_lvl02_iCo2_n,isoCO2_lvl03_iCo2_mu,isoCO2_lvl03_iCo2_mx,isoCO2_lvl03_iCo2_mn,isoCO2_lvl03_iCo2_vr,isoCO2_lvl03_iCo2_n,isoCO2_lvl04_iCo2_mu,isoCO2_lvl04_iCo2_mx,isoCO2_lvl04_iCo2_mn,isoCO2_lvl04_iCo2_vr,isoCO2_lvl04_iCo2_n,isoCO2_lvl05_iCo2_mu,isoCO2_lvl05_iCo2_mx,isoCO2_lvl05_iCo2_mn,isoCO2_lvl05_iCo2_vr,isoCO2_lvl05_iCo2_n,isoCO2_lvl06_iCo2_mu,isoCO2_lvl06_iCo2_mx,isoCO2_lvl06_iCo2_mn,isoCO2_lvl06_iCo2_vr,isoCO2_lvl06_iCo2_n,Lvl01_tempAir_mu,Lvl01_tempAir_vr,Lvl02_tempAir_mu,Lvl02_tempAir_vr,Lvl03_tempAir_mu,Lvl03_tempAir_vr,Lvl04_tempAir_mu,Lvl04_tempAir_vr,Lvl05_tempAir_mu,Lvl05_tempAir_vr,EC_co2FlxStor,EC_co2FlxTurb,EC_co2FlxNSAE
0,2019-06-26 00:00:00,2019-06-26 00:29:59,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,440.5327717045455,463.256989,421.770996,93.58637960790051,88,,,,,0,,,,,0,402.0307301767956,402.73001100000005,400.99099700000005,0.20326062991781332,181,402.63518889542485,403.209015,402.065002,0.048030466984559,306,407.37373313157894,439.774994,401.372986,73.06002448330283,304,-10.162159101704546,-8.13700008,-11.8970003,0.5953866575948525,88,,,,,0,,,,,0,-8.501955817513812,-6.72100019,-10.217,0.4895937260964582,181,-8.492722213496732,-7.04699993,-10.0509996,0.43691231032636946,306,-8.671006593223684,-6.71400023,-10.4659996,0.55152116552431,304,23.0899,0.004,23.9946,0.012,24.4289,0.0456,25.4989,0.0081,25.6453,0.0092,,-0.15119622935516652,
1,2019-06-26 00:30:00,2019-06-26 00:59:59,-1.3225106723708386,63.7439807844494,-51.6272921637319,1591.8931095809637,7,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,457.1949388156425,504.55700699999994,417.730988,457.3129180221964,179,404.890052252459,405.962006,403.007996,0.6942579556784603,305,402.29021184364825,403.303986,401.552002,0.2242749283104453,307,401.43245916935484,401.798004,400.949005,0.038286599345410274,124,,,,,0,,,,,0,-10.797055257790054,-8.09599972,-13.8809996,1.1275168172584618,181,-8.551572353914473,-6.67999983,-10.993,0.5200207471983594,304,-8.615592821205212,-6.29500008,-10.7770004,0.47330595650499,307,-8.380330646854839,-6.53000021,-10.2309999,0.4829403447710245,124,,,,,0,,,,,0,22.8016,0.0344,23.7505,0.0508,23.854,0.0494,25.1742,0.0201,25.3886,0.0209,,-0.3614558064814727,
2,2019-06-26 01:00:00,2019-06-26 01:29:59,-55.05932056481434,-0.042470246118668606,-91.7247675358783,1027.8738112690182,9,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,448.5377979758065,477.21398899999997,427.783997,135.9376278241171,124,,,,,0,,,,,0,406.8597083314917,407.725006,405.545013,0.2511339354189447,181,407.5880687222222,409.083008,406.197998,0.6450560649855979,306,411.51816415737704,435.191986,407.97699,35.54205460798513,305,-10.505225797741936,-8.4989996,-11.8870001,0.5017667482456614,124,,,,,0,,,,,0,-8.598270743259668,-6.86999989,-10.2320004,0.4603665285550298,181,-8.716800633496732,-6.53200006,-10.7840004,0.4995211832534405,306,-8.827777019836066,-6.67700005,-11.2370005,0.5499768060876743,305,22.3357,0.017,23.2088,0.0303,23.6082,0.0621,24.7481,0.0308,24.9485,0.0223,-4.717980482618115,0.30333731410544373,-4.414643168512671
3,2019-06-26 01:30:00,2019-06-26 01:59:59,-16.611279985460467,233.601152890253,-94.37990655506431,16718.61415145035,6,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,439.0324696961326,450.201996,426.709991,46.3533080464031,181,409.00596766229506,410.372009,406.401001,0.8273706316310445,305,408.12693467320264,409.86499000000003,406.44799800000004,0.9261802019035067,306,407.1344668145161,408.054993,406.27301,0.2563197991920234,124,,,,,0,,,,,0,-10.129475154917127,-7.98899984,-12.1140003,0.5496012669305874,181,-8.901782178349835,-6.84899998,-10.9519997,0.5003461791705959,303,-8.789052279379085,-7.33500004,-10.5019999,0.3940241754537158,306,-8.749382100975609,-6.98400021,-10.4560003,0.46903361758120765,123,,,,,0,,,,,0,21.9051,0.0124,22.779,0.0209,23.1589,0.0577,24.3305,0.0234,24.5658,0.0314,27.23388178816172,0.7923209507295627,28.026202738891282
4,2019-06-26 02:00:00,2019-06-26 02:29:59,-3.694747854985588,94.3819838936187,-64.8606825278134,2463.702795400521,7,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,439.49211317741936,447.822998,432.75399799999997,10.429274406129316,124,,,,,0,,,,,0,406.20517186187845,406.99301099999997,405.153015,0.283072224831442,181,406.57054566666665,407.502991,405.696014,0.1010361429816729,306,410.5577779346405,432.993988,406.32000700000003,32.543976898842466,306,-9.992887121370968,-8.50199986,-11.7419996,0.41346910368887974,124,,,,,0,,,,,0,-8.616845320607736,-7.19299984,-10.5740004,0.35744510382798733,181,-8.758032698431373,-6.84600019,-10.6569996,0.49287997715800075,306,-8.801591514705882,-7.22900009,-10.9989996,0.4768275079463222,306,21.9404,0.0041,23.2142,0.0216,23.5316,0.0247,24.6927,0.0371,24.977,0.0572,1.3432650971661606,0.011136925291972287,1.3544020224581328
5,2019-06-26 02:30:00,2019-06-26 02:59:59,-17.740968892782202,78.02593620575209,-88.67509532575309,2820.4180623113,9,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,449.5997043111111,467.278015,434.01199299999996,48.70365196387703,180,405.3104426885246,405.912994,404.674011,0.055836358602596795,305,406.609994157377,407.802002,405.59399399999995,0.33524562936998153,305,406.17409707258065,406.683014,405.723999,0.048596672010409084,124,,,,,0,,,,,0,-10.435249985555556,-8.54599953,-13.1289997,0.5138811696265629,180,-8.611707239901316,-6.59600019,-10.9589996,0.5526111288910334,304,-8.684163936262294,-6.96999979,-10.5249996,0.45358165649051735,305,-8.623112921048387,-7.04099989,-10.7919998,0.5060410474018221,124,,,,,0,,,,,0,21.9428,0.0064,23.0625,0.0556,23.0802,0.0531,24.6286,0.0266,25.013,0.0108,2.1604259509437953,0.18907699909108783,2.349502950034883
6,2019-06-26 03:00:00,2019-06-26 03:29:59,,,,,0,,,,,0,,,,,0,429.0282167423533,579.305054953929,253.71891571160003,9323.38830353128,10,43.16694368202962,417.709605488241,-83.66095988305851,22380.62884193595,11,,,,,0,492.01113720967743,519.224976,454.02398700000003,206.3392859779963,124,,,,,0,,,,,0,417.18674225274725,418.43600499999997,415.575012,0.7209962490347305,182,416.35704947540984,418.87899799999997,415.259003,0.7728988214678164,305,426.319101382353,490.75698900000003,416.838013,231.75990259471791,306,-11.99431445782258,-9.34500027,-13.9309998,0.5705532881851058,124,,,,,0,,,,,0,-9.091430156536314,-7.25899982,-11.224,0.48011825094455074,179,-9.025649168,-7.32399988,-10.7989998,0.4256632732792746,305,-9.655513103137254,-7.35900021,-12.8509998,0.8714582221523456,306,21.1869,0.0803,21.963,0.0805,22.0879,0.1256,24.0032,0.0945,24.4449,0.0558,-13.035741402711201,0.10334953426035969,-12.932391868450841
7,2019-06-26 03:30:00,2019-06-26 03:59:59,-28.896963196174912,52.875039776767196,-94.0994304447168,2504.5803687598745,9,,,,,0,,,,,0,193.5179295975075,335.170226359904,79.6287595632193,5656.7489763479925,25,331.37291078270556,545.757100315196,211.38766969609298,7200.1736136756745,29,,,,,0,422.6258431277778,461.751007,410.723999,196.6958378555841,180,409.4484442287582,410.55899,408.605011,0.27922748673590114,306,411.16357441311476,412.62399300000004,409.85400400000003,0.747985062772008,305,413.3423147177419,415.725006,411.983002,1.326869649098085,124,,,,,0,,,,,0,-9.218188886888889,-7.0999999,-11.6899996,0.8418928680059601,180,-8.773937902712419,-6.61000013,-10.5050001,0.45072679312171476,306,-8.857447372335526,-6.71500015,-11.1440001,0.4967567629046567,304,-9.07359678169355,-7.36600018,-10.3290005,0.31076504834088564,124,,,,,0,,,,,0,21.2748,0.0354,22.3182,0.0125,22.2486,0.0353,23.7442,0.0097,24.1039,0.0246,632.0114160203993,-0.0008864892573935818,632.010529531142
8,2019-06-26 04:00:00,2019-06-26 04:29:59,3656.51185300003,3656.51185300003,3656.51185300003,,1,321.863722565168,723.4153584030711,-79.687913272735,322487.43248819176,2,,,,,0,206.78452150278173,267.48598513491,152.489843060792,1143.4627685102218,34,139.60923152391368,311.25980872500503,47.6114366239241,7228.086844575834,9,,,,,0,517.1199033064515,583.7509769999999,438.734009,1725.4604698297285,124,,,,,0,,,,,0,414.98354159116025,415.911011,413.484009,0.5604786761187459,181,413.1488035130719,414.395996,412.359009,0.2728757711727349,306,424.92705212745096,506.41598500000003,412.936005,424.1658687365253,306,-12.592774138629032,-9.29599953,-15.0799999,1.4846708924547527,124,,,,,0,,,,,0,-9.077359120276244,-6.5539999,-10.9540005,0.4823259706825514,181,-9.029800646830065,-7.22900009,-10.7869997,0.43697658966021624,306,-9.51168628614379,-6.90399981,-12.9940004,1.264421719704423,306,,,,,,,,,,,,-0.174371097282555,
9,2019-06-26 04:30:00,2019-06-26 04:59:59,932.2999394270963,2283.01254008515,315.703693030997,432009.9788548401,7,21.86273594639691,81.1768101221181,-92.62007612262299,3589.3943411652126,10,-2.778358426390333,36.2789193520683,-63.686623814663,2856.376699798089,3,1101.9562239796358,1253.10300026922,883.772779796644,16170.21152833367,6,1152.19067856371,1742.24054401976,795.851034184081,119965.12431466309,15,,,,,0,496.0386761538462,523.142029,480.934998,120.8145315229754,182,413.3490429248366,414.635986,412.27099599999997,0.5246836520507246,306,413.82484644444446,415.33200100000005,412.550995,0.6700133868471413,306,415.61434192682924,416.06298799999996,415.208008,0.021816706375642335,123,,,,,0,,,,,0,-12.074807696153846,-10.0900002,-13.6400003,0.44809864199400345,182,-9.025754112983607,-6.60900021,-10.96,0.518796202032538,305,-8.95926798362745,-7.02899981,-10.7629995,0.3979021461459127,306,-9.007967467398373,-7.52299976,-10.4329996,0.4106747425382706,123,,,,,0,,,,,0,,,,,,,,,,,,1.1312776917502751,
