,timeBgn,timeEnd,IRGA_lvl01_Co2_mu,IRGA_lvl01_Co2_mx,IRGA_lvl01_Co2_mn,IRGA_lvl01_Co2_vr,IRGA_lvl01_Co2_n,IRGA_lvl02_Co2_mu,IRGA_lvl02_Co2_mx,IRGA_lvl02_Co2_mn,IRGA_lvl02_Co2_vr,IRGA_lvl02_Co2_n,IRGA_lvl03_Co2_mu,IRGA_lvl03_Co2_mx,IRGA_lvl03_Co2_mn,IRGA_lvl03_Co2_vr,IRGA_lvl03_Co2_n,IRGA_lvl04_Co2_mu,IRGA_lvl04_Co2_mx,IRGA_lvl04_Co2_mn,IRGA_lvl04_Co2_vr,IRGA_lvl04_Co2_n,IRGA_lvl05_Co2_mu,IRGA_lvl05_Co2_mx,IRGA_lvl05_Co2_mn,IRGA_lvl05_Co2_vr,IRGA_lvl05_Co2_n,IRGA_lvl06_Co2_mu,IRGA_lvl06_Co2_mx,IRGA_lvl06_Co2_mn,IRGA_lvl06_Co2_vr,IRGA_lvl06_Co2_n,isoCO2_lvl01_dryCo2_mu,isoCO2_lvl01_dryCo2_mx,isoCO2_lvl01_dryCo2_mn,isoCO2_lvl01_dryCo2_vr,isoCO2_lvl01_dryCo2_n,isoCO2_lvl02_dryCo2_mu,isoCO2_lvl02_dryCo2_mx,isoCO2_lvl02_dryCo2_mn,isoCO2_lvl02_dryCo2_vr,isoCO2_lvl02_dryCo2_n,isoCO2_lvl03_dryCo2_mu,isoCO2_lvl03_dryCo2_mx,isoCO2_lvl03_dryCo2_mn,isoCO2_lvl03_dryCo2_vr,isoCO2_lvl03_dryCo2_n,isoCO2_lvl04_dryCo2_mu,isoCO2_lvl04_dryCo2_mx,isoCO2_lvl04_dryCo2_mn,isoCO2_lvl04_dryCo2_vr,isoCO2_lvl04_dryCo2_n,isoCO2_lvl05_dryCo2_mu,isoCO2_lvl05_dryCo2_mx,isoCO2_lvl05_dryCo2_mn,isoCO2_lvl05_dryCo2_vr,isoCO2_lvl05_dryCo2_n,isoCO2_lvl06_dryCo2_mu,isoCO2_lvl06_dryCo2_mx,isoCO2_lvl06_dryCo2_mn,isoCO2_lvl06_dryCo2_vr,isoCO2_lvl06_dryCo2_n,isoCO2_lvl01_iCo2_mu,isoCO2_lvl01_iCo2_mx,isoCO2_lvl01_iCo2_mn,isoCO2_lvl01_iCo2_vr,isoCO2_lvl01_iCo2_n,isoCO2_lvl02_iCo2_mu,isoCO2_lvl02_iCo2_mx,isoCO2_lvl02_iCo2_mn,isoCO2_lvl02_iCo2_vr,isoCO2_lvl02_iCo2_n,isoCO2_lvl03_iCo2_mu,isoCO2_lvl03_iCo2_mx,isoCO2_lvl03_iCo2_mn,isoCO2_lvl03_iCo2_vr,isoCO2_lvl03_iCo2_n,isoCO2_lvl04_iCo2_mu,isoCO2_lvl04_iCo2_mx,isoCO2_lvl04_iCo2_mn,isoCO2_lvl04_iCo2_vr,isoCO2_lvl04_iCo2_n,isoCO2_lvl05_iCo2_mu,isoCO2_lvl05_iCo2_mx,isoCO2_lvl05_iCo2_mn,isoCO2_lvl05_iCo2_vr,isoCO2_lvl05_iCo2_n,isoCO2_lvl06_iCo2_mu,isoCO2_lvl06_iCo2_mx,isoCO2_lvl06_iCo2_mn,isoCO2_lvl06_iCo2_vr,isoCO2_lvl06_iCo2_n,Lvl01_tempAir_mu,Lvl01_tempAir_vr,Lvl02_tempAir_mu,Lvl02_tempAir_vr,Lvl03_tempAir_mu,Lvl03_tempAir_vr,Lvl04_tempAir_mu,Lvl04_tempAir_vr,Lvl05_tempAir_mu,Lvl05_tempAir_vr,EC_co2FlxStor,EC_co2FlxTurb,EC_co2FlxNSAE
0,b'2019-10-28T00:00:00.000Z',b'2019-10-28T00:29:59.000Z',479.984804895162,511.393857817671,454.256480504652,112.47289905660608,231,440.33864978493085,445.846569769528,436.059843249768,2.8494057635145404,235,439.45007053406283,450.011444457423,430.627534529646,5.835819710354717,221,,,,,0,438.44674078243963,443.46260461990505,434.424519268884,2.6087515560571335,234,,,,,0,,,,,0,,,,,0,423.7267023639344,425.040009,422.774994,0.0996255645520087,305,422.9756963692811,423.937988,422.272003,0.1146147213122004,306,422.1878635884354,423.363007,421.43301399999996,0.15019075506893276,294,,,,,0,,,,,0,,,,,0,-9.47091146180328,-7.29300022,-11.3520002,0.5544900777734967,305,-9.50260985147541,-7.76900005,-11.9540005,0.3845986838186222,305,-9.483469400714286,-7.44799995,-11.4460001,0.4686563449616917,294,,,,,0,14.7232,0.0028,15.5472,0.0073,15.6205,0.0063,16.919,0.0069,17.1321,0.0067,0.6291493002702829,-0.029889441775212834,0.5992598584950701
1,b'2019-10-28T00:30:00.000Z',b'2019-10-28T00:59:59.000Z',471.27881973029486,489.008748809973,453.271734995401,71.81676008085472,234,440.42649974033606,443.63316063224204,435.596984064431,2.568036684304756,117,439.8655808269241,449.60435448199905,429.901215462668,5.868738671844015,229,438.97049960504376,443.423478622738,433.379217756474,3.19165093287951,235,439.71994271373745,458.06016515739896,429.056113856283,6.935201368199483,151,,,,,0,440.3857246754717,467.408997,425.195007,115.57603333415624,265,423.81870635294115,424.346985,423.316986,0.033217890657343964,306,,,,,0,,,,,0,,,,,0,423.259983745098,423.684998,422.846985,0.021352469972485424,306,-10.158777386603774,-7.8039999,-12.0319996,0.542034425702447,265,-9.533976973388159,-7.83300018,-11.6899996,0.43171819683595575,304,,,,,0,,,,,0,,,,,0,-9.495957376032786,-7.97100019,-11.2939997,0.4133512327284117,305,14.6625,0.0212,15.3814,0.0298,15.5178,0.0261,16.5505,0.0149,16.7521,0.0182,0.8382030974502058,-0.10528974991011192,0.732913347540094
2,b'2019-10-28T01:00:00.000Z',b'2019-10-28T01:29:59.000Z',486.08290872090845,522.276925558359,456.651262360939,414.7464212309188,234,451.5522146494681,478.988968394917,437.05242900886003,149.38742198139374,235,441.1633407359032,449.256256830008,428.53541287713904,7.149452104610204,175,440.13429128705167,443.48485798762897,437.320545482758,2.2083186439814835,117,441.7042898408657,445.990743109768,435.973834468819,3.1923225006750258,138,,,,,0,,,,,0,,,,,0,425.48715638688526,427.457001,424.350006,0.21258816841135034,305,426.05261609836066,427.27301,424.371002,0.4636074379690218,305,423.5569247908496,424.252991,422.884003,0.06795789669711738,306,,,,,0,,,,,0,,,,,0,-9.45594425685246,-7.87099981,-11.993,0.4349847197275566,305,-9.73123277347541,-7.98500013,-11.5749998,0.42296311033413897,305,-9.390642632557377,-7.58400011,-11.2040005,0.39079061882039196,305,,,,,0,14.1183,0.1609,14.8018,0.1228,15.1136,0.0711,16.1704,0.0608,16.3535,0.0528,7.015592070861122,-0.5938750335556986,6.421717037305424
3,b'2019-10-28T01:30:00.000Z',b'2019-10-28T01:59:59.000Z',485.5668249928475,513.185184036486,468.41795082561,193.1643169518033,175,448.49186428186425,452.27397465129,443.841600121628,2.135259145848057,116,442.95866763647973,453.97229990977803,433.634672628764,6.3673780100304525,230,443.37274940989073,448.220805355397,439.515487008068,2.8460250430148046,234,442.42584398277023,447.803666451014,437.016353482745,3.5970339859363674,271,,,,,0,458.9541911221122,476.00698900000003,447.510986,50.7710739448976,303,425.9817635934426,427.881012,425.15799,0.27858793970287404,305,,,,,0,,,,,0,,,,,0,425.6261698557377,431.635986,423.895996,4.179750755981833,305,-10.881226995098684,-8.68700027,-13.1160002,0.41578574472120644,304,-9.633278680557376,-7.55900002,-11.6540003,0.4898222031462221,305,,,,,0,,,,,0,,,,,0,-9.596173739508197,-7.90500021,-11.5860004,0.455441806816486,305,14.064,0.0027,14.5604,0.0225,14.8549,0.0349,15.9005,0.0174,16.1823,0.01,-4.9313473585673275,0.24972741585659858,-4.681619942710729
4,b'2019-10-28T02:00:00.000Z',b'2019-10-28T02:29:59.000Z',477.3379779089027,516.670999012434,452.848952426616,390.20445462669255,235,445.9893141554065,454.179155050244,439.582038895701,7.851372170538742,233,441.89953014405353,447.218220293884,435.690694236449,3.2806633297540153,174,440.4310567009237,443.337366069685,437.315630646023,1.877710064747677,116,441.2361626795163,446.31246393478403,436.98288432119,2.799866024951193,139,,,,,0,,,,,0,,,,,0,429.7732493147541,432.109985,426.68798799999996,1.523142640216344,305,424.8813408295082,425.822998,424.04901099999995,0.1254326182721031,305,424.6388132777778,427.47601299999997,423.721985,0.5663684611084827,306,,,,,0,,,,,0,,,,,0,-9.698534436426229,-7.63999987,-11.7679996,0.5022156588334393,305,-9.478013113311475,-7.75199986,-11.493,0.34531693534037494,305,-9.488447720457517,-7.80200005,-11.3699999,0.42322019076549783,306,,,,,0,13.8611,0.0641,14.1968,0.0496,14.5575,0.115,15.63,0.1739,15.9264,0.1216,1.7211486555312,-0.3087240724507604,1.4124245830804396
5,b'2019-10-28T02:30:00.000Z',b'2019-10-28T02:59:59.000Z',472.210253893453,486.323625922528,465.56192160661203,13.074863959622276,174,444.7392016614697,447.775951305418,440.674333855708,1.8535312974728408,116,444.2008677535359,454.00278548989803,431.819553861264,5.797384110172135,229,442.61766958239514,447.662233442548,436.40436685953296,2.9020311084826678,232,441.60560992208406,446.600202675663,437.050195757771,3.101592196291695,271,,,,,0,449.45679722295085,474.294006,439.62298599999997,101.93480805947928,305,429.5523320526316,431.993988,427.44101,1.2156594796862337,304,,,,,0,,,,,0,,,,,0,424.2148100098684,425.415009,423.464996,0.09824588600910485,304,-10.45767869485246,-8.31599998,-12.7340002,0.600974597896119,305,-9.696698709337749,-7.70800018,-11.5710001,0.4134744037414399,302,,,,,0,,,,,0,,,,,0,-9.439125412178218,-7.4749999,-11.0080004,0.45907675681109866,303,13.8676,0.063,14.6287,0.0456,14.3958,0.0564,14.953,0.0281,15.3227,0.0262,-2.9190547725449667,-0.10463210846109396,-3.0236868810060606
6,b'2019-10-28T03:00:00.000Z',b'2019-10-28T03:29:59.000Z',481.0073809909944,508.58824716162604,453.844412161748,273.8982182225909,235,451.76339012640074,468.220650518007,438.457758470042,90.2604036285905,232,448.18900236875226,466.369988023867,438.049107750623,83.70790798226972,174,440.87819256504577,447.313653130374,436.99727395496,2.8507068243263523,116,444.78205540887205,461.155242649479,437.974297256927,29.15291706410003,139,,,,,0,,,,,0,,,,,0,433.5396785508197,438.67099,430.57199099999997,3.3896060922934055,305,426.913353695082,431.565002,425.47601299999997,1.0336960609976547,305,424.46860070261437,425.386993,423.619995,0.13272271770502955,306,,,,,0,,,,,0,,,,,0,-9.957918035868852,-8.00500011,-12.5120001,0.4954347916243425,305,-9.497609823311475,-7.36999989,-11.3290005,0.471496949509206,305,-9.484846400130719,-7.31799984,-11.4239998,0.4802526190747915,306,,,,,0,13.4865,0.2927,13.8504,0.4116,13.7365,0.4735,14.1856,0.6496,14.5568,0.544,18.082499713553723,0.6978027257514358,18.78030243930516
7,b'2019-10-28T03:30:00.000Z',b'2019-10-28T03:59:59.000Z',476.0701096179111,486.268929770639,468.504773829787,13.009433685201722,174,459.1714438388183,464.624828137851,454.306521406524,5.469773158802946,117,462.6468200208001,479.771914022976,447.396383409472,76.13528676983258,211,459.84855116818926,478.65486857011604,444.151147925423,119.98363439178462,232,452.9539903843197,469.65367157462197,444.924599538654,33.1062712378219,271,,,,,0,463.68856900326796,478.13800000000003,450.28299,53.10458679411902,306,443.9206706270627,454.380005,435.657013,23.003127638287943,303,,,,,0,,,,,0,,,,,0,431.3663938422939,434.675995,430.044006,0.8447022085068534,279,-11.065820276078432,-9.04800034,-12.9219999,0.38587325296686464,306,-10.312589371357616,-8.15799999,-12.1490002,0.49280917966175813,302,,,,,0,,,,,0,,,,,0,-9.698118716079136,-7.87300014,-11.6420002,0.463591340582694,278,12.5066,0.0298,12.4666,0.0479,12.4623,0.0267,13.201,0.032,13.4598,0.0121,-7.025346153116555,0.045031516271477515,-6.980314636845077
8,b'2019-10-28T04:00:00.000Z',b'2019-10-28T04:29:59.000Z',476.27289550055434,488.11816881723604,465.870839533319,36.35477967326748,234,466.7126265827144,476.682355981312,452.810892957229,39.89506891109329,232,459.5827974462705,472.485246956862,448.907225220043,24.75197962012847,170,451.1064503493601,457.384079956317,446.15153843921104,4.4341189369021725,117,453.72637810955536,461.704681333069,447.675540750883,8.29085298659168,138,,,,,0,,,,,0,,,,,0,443.90767201967213,452.821014,440.170013,11.607588626458007,305,437.26354761639345,444.68798799999996,434.5,3.5232519350772313,305,434.909761747541,439.606995,431.114014,2.6876242629671365,305,,,,,0,,,,,0,,,,,0,-10.391460524144737,-8.3210001,-12.5559998,0.4195032613167849,304,-9.989318021409836,-8.21399975,-11.6260004,0.38884065572483906,305,-9.948575649144736,-7.80200005,-12.3690004,0.4834862057129756,304,,,,,0,12.1496,0.176,12.0651,0.1167,12.1081,0.0924,12.6459,0.0435,12.9517,0.0264,4.289767166549007,-2.095415147525375,2.194352019023632
9,b'2019-10-28T04:30:00.000Z',b'2019-10-28T04:59:59.000Z',484.15509862789355,496.267446164786,475.488001200521,12.711469361858834,175,465.1752250826729,473.709487731945,460.134463143266,7.62806698760714,117,462.5482631243386,478.029514039304,451.79870407731,15.536230281800174,231,456.94978479379205,461.390186211821,452.23761556404304,3.265799820079043,232,455.5153398547469,460.214031322925,446.390786259365,5.643249101651804,271,,,,,0,459.0256719016394,480.07901000000004,443.196014,108.68772357097343,305,447.207855243421,457.227997,441.122009,15.694655501418424,304,,,,,0,,,,,0,,,,,0,437.5390197836066,441.315002,432.417999,3.1159215349524154,305,-10.827458992491803,-8.12199974,-12.9239998,0.6418324851896732,305,-10.347815196435644,-7.7579999,-12.3249998,0.46356527945290665,303,,,,,0,,,,,0,,,,,0,-10.05141639390164,-8.12699986,-11.9910002,0.4318496176041432,305,12.1949,0.0174,12.127,0.0071,12.0725,0.0119,12.6103,0.0169,12.7977,0.0132,1.487161170773967,4.539375203437022,6.0265363742109885
